,From,To,TEU
135,MYS,KHM,11404
136,MYS,MMR,31543
137,MYS,AFR,188064
138,MYS,EUR,817847
139,MYS,ELT,67693
140,MYS,WLT,13149
141,MYS,MDE,268055
142,MYS,NAM,544790
143,MYS,OCE,214289
144,KOR,JPN,740135
145,KOR,LKA,9042
146,KOR,HKG,183830
147,KOR,CHN,2371376
148,KOR,SGP,227162
149,KOR,MYS,159666
150,KOR,KOR,0
151,KOR,IND,315677
152,KOR,OAS,267436
153,KOR,PAK,23666
154,KOR,IDN,201295
155,KOR,PHL,136025
156,KOR,BGD,68333
157,KOR,THA,175319
158,KOR,VNM,596634
159,KOR,KHM,15101
160,KOR,MMR,25852
161,KOR,AFR,112529
162,KOR,EUR,1014825
163,KOR,ELT,128020
164,KOR,WLT,46357
165,KOR,MDE,374987
166,KOR,NAM,1121330
167,KOR,OCE,189076
168,IND,JPN,72986
169,IND,LKA,125975
170,IND,HKG,86465
171,IND,CHN,368538
172,IND,SGP,85984
173,IND,MYS,92805
174,IND,KOR,76878
175,IND,IND,0
176,IND,OAS,32238
177,IND,PAK,44025
178,IND,IDN,76796
179,IND,PHL,32298
180,IND,BGD,183734
181,IND,THA,59316
182,IND,VNM,128248
183,IND,KHM,2986
184,IND,MMR,26707
185,IND,AFR,367964
186,IND,EUR,1535793
187,IND,ELT,129165
188,IND,WLT,44804
189,IND,MDE,810342
190,IND,NAM,999193
191,IND,OCE,67270
192,OAS,JPN,568625
193,OAS,LKA,16194
194,OAS,HKG,522805
195,OAS,CHN,2060794
196,OAS,SGP,141704
197,OAS,MYS,171953
198,OAS,KOR,214462
199,OAS,IND,142689
200,OAS,OAS,0
201,OAS,PAK,18884
202,OAS,IDN,112550
203,OAS,PHL,102831
204,OAS,BGD,51792
205,OAS,THA,190130
206,OAS,VNM,402206
207,OAS,KHM,24664
208,OAS,MMR,9073
209,OAS,AFR,66253
210,OAS,EUR,664775
211,OAS,ELT,107481
212,OAS,WLT,28854
213,OAS,MDE,145456
214,OAS,NAM,974540
215,OAS,OCE,153171
216,PAK,JPN,6083
217,PAK,LKA,15329
218,PAK,HKG,7894
219,PAK,CHN,44716
220,PAK,SGP,4724
221,PAK,MYS,7068
222,PAK,KOR,27500
223,PAK,IND,21816
224,PAK,OAS,4310
225,PAK,PAK,0
226,PAK,IDN,11025
227,PAK,PHL,10015
228,PAK,BGD,11322
229,PAK,THA,15035
230,PAK,VNM,24972
231,PAK,KHM,1255
232,PAK,MMR,1368
233,PAK,AFR,50117
234,PAK,EUR,192636
235,PAK,ELT,7196
236,PAK,WLT,1218
237,PAK,MDE,127049
238,PAK,NAM,80107
239,PAK,OCE,8239
240,IDN,JPN,796657
241,IDN,LKA,17541
242,IDN,HKG,93809
243,IDN,CHN,901691
244,IDN,SGP,365674
245,IDN,MYS,263337
246,IDN,KOR,300523
247,IDN,IND,312276
248,IDN,OAS,138646
249,IDN,PAK,79947
250,IDN,IDN,0
251,IDN,PHL,238399
252,IDN,BGD,82748
253,IDN,THA,194780
254,IDN,VNM,171641
255,IDN,KHM,10156
256,IDN,MMR,29027
257,IDN,AFR,139829
258,IDN,EUR,1070215
259,IDN,ELT,106493
260,IDN,WLT,19050
261,IDN,MDE,326084
262,IDN,NAM,968758
263,IDN,OCE,227520
264,PHL,JPN,806945
265,PHL,LKA,4031
266,PHL,HKG,222986
267,PHL,CHN,321134
268,PHL,SGP,113143
269,PHL,MYS,84710
270,PHL,KOR,144257
271,PHL,IND,27702
272,PHL,OAS,96100
273,PHL,PAK,5201
274,PHL,IDN,62678
275,PHL,PHL,0
276,PHL,BGD,1320
277,PHL,THA,120393
278,PHL,VNM,53743
279,PHL,KHM,1362
280,PHL,MMR,2633
281,PHL,AFR,20612
282,PHL,EUR,563900
283,PHL,ELT,17753
284,PHL,WLT,5429
285,PHL,MDE,81672
286,PHL,NAM,788715
287,PHL,OCE,61134
288,BGD,JPN,0
289,BGD,LKA,0
290,BGD,HKG,0
291,BGD,CHN,0
292,BGD,SGP,0
293,BGD,MYS,0
294,BGD,KOR,0
295,BGD,IND,0
296,BGD,OAS,0
297,BGD,PAK,0
298,BGD,IDN,0
299,BGD,PHL,0
300,BGD,BGD,0
301,BGD,THA,0
302,BGD,VNM,0
303,BGD,KHM,0
304,BGD,MMR,0
305,BGD,AFR,0
306,BGD,EUR,0
307,BGD,ELT,0
308,BGD,WLT,0
309,BGD,MDE,0
310,BGD,NAM,0
311,BGD,OCE,0
312,THA,JPN,345595
313,THA,LKA,11085
314,THA,HKG,167304
315,THA,CHN,613905
316,THA,SGP,87842
317,THA,MYS,154623
318,THA,KOR,77333
319,THA,IND,87628
320,THA,OAS,57826
321,THA,PAK,21288
322,THA,IDN,151079
323,THA,PHL,106840
324,THA,BGD,24543
325,THA,THA,0
326,THA,VNM,194463
327,THA,KHM,56655
328,THA,MMR,71382
329,THA,AFR,163797
330,THA,EUR,474274
331,THA,ELT,56905
332,THA,WLT,16135
333,THA,MDE,135922
334,THA,NAM,442308
335,THA,OCE,190909
336,VNM,JPN,251740
337,VNM,LKA,5029
338,VNM,HKG,74260
339,VNM,CHN,383489
340,VNM,SGP,50782
341,VNM,MYS,58607
342,VNM,KOR,146014
343,VNM,IND,47879
344,VNM,OAS,52377
345,VNM,PAK,8435
346,VNM,IDN,40837
347,VNM,PHL,67685
348,VNM,BGD,36177
349,VNM,THA,58487
350,VNM,VNM,0
351,VNM,KHM,34047
352,VNM,MMR,10119
353,VNM,AFR,37783
354,VNM,EUR,556528
355,VNM,ELT,50321
356,VNM,WLT,19959
357,VNM,MDE,69531
358,VNM,NAM,570631
359,VNM,OCE,54804
360,KHM,JPN,4896
361,KHM,LKA,5
362,KHM,HKG,2666
363,KHM,CHN,9990
364,KHM,SGP,1485
365,KHM,MYS,1653
366,KHM,KOR,2265
367,KHM,IND,338
368,KHM,OAS,303
369,KHM,PAK,3
370,KHM,IDN,249
371,KHM,PHL,224
372,KHM,BGD,6
373,KHM,THA,11225
374,KHM,VNM,8995
375,KHM,KHM,0
376,KHM,MMR,19
377,KHM,AFR,121
378,KHM,EUR,18628
379,KHM,ELT,604
380,KHM,WLT,10
381,KHM,MDE,412
382,KHM,NAM,18526
383,KHM,OCE,509
384,MMR,JPN,26331
385,MMR,LKA,94
386,MMR,HKG,6122
387,MMR,CHN,83074
388,MMR,SGP,33835
389,MMR,MYS,6950
390,MMR,KOR,11713
391,MMR,IND,25572
392,MMR,OAS,471
393,MMR,PAK,860
394,MMR,IDN,4521
395,MMR,PHL,2633
396,MMR,BGD,808
397,MMR,THA,24756
398,MMR,VNM,3495
399,MMR,KHM,5
400,MMR,MMR,0
401,MMR,AFR,379
402,MMR,EUR,22655
403,MMR,ELT,1721
404,MMR,WLT,1259
405,MMR,MDE,5329
406,MMR,NAM,13687
407,MMR,OCE,896
408,AFR,JPN,108735
409,AFR,LKA,1683
410,AFR,HKG,67280
411,AFR,CHN,588131
412,AFR,SGP,137541
413,AFR,MYS,143527
414,AFR,KOR,50346
415,AFR,IND,302019
416,AFR,OAS,28406
417,AFR,PAK,28826
418,AFR,IDN,69773
419,AFR,PHL,6874
420,AFR,BGD,114476
421,AFR,THA,50983
422,AFR,VNM,105782
423,AFR,KHM,217
424,AFR,MMR,245
425,AFR,AFR,0
426,AFR,EUR,2011310
427,AFR,ELT,82669
428,AFR,WLT,0
429,AFR,MDE,269194
430,AFR,NAM,743217
431,AFR,OCE,0
432,EUR,JPN,1138672
433,EUR,LKA,62366
434,EUR,HKG,565263
435,EUR,CHN,3232671
436,EUR,SGP,295659
437,EUR,MYS,293616
438,EUR,KOR,865383
439,EUR,IND,1471819
440,EUR,OAS,253615
441,EUR,PAK,142118
442,EUR,IDN,387543
443,EUR,PHL,194450
444,EUR,BGD,349766
445,EUR,THA,398098
446,EUR,VNM,408371
447,EUR,KHM,20721
448,EUR,MMR,15646
449,EUR,AFR,2517096
450,EUR,EUR,0
451,EUR,ELT,1973249
452,EUR,WLT,18993
453,EUR,MDE,11627841
454,EUR,NAM,5111655
455,EUR,OCE,20909
456,ELT,JPN,421711
457,ELT,LKA,21210
458,ELT,HKG,165235
459,ELT,CHN,2057356
460,ELT,SGP,47321
461,ELT,MYS,273748
462,ELT,KOR,376103
463,ELT,IND,262615
464,ELT,OAS,107562
465,ELT,PAK,30893
466,ELT,IDN,356490
467,ELT,PHL,110171
468,ELT,BGD,118265
469,ELT,THA,177074
470,ELT,VNM,321120
471,ELT,KHM,3152
472,ELT,MMR,399
473,ELT,AFR,426888
474,ELT,EUR,5167449
475,ELT,ELT,0
476,ELT,WLT,0
477,ELT,MDE,1469130
478,ELT,NAM,6057791
479,ELT,OCE,0
480,WLT,JPN,796028
481,WLT,LKA,2993
482,WLT,HKG,82704
483,WLT,CHN,3119912
484,WLT,SGP,24693
485,WLT,MYS,47911
486,WLT,KOR,654503
487,WLT,IND,218444
488,WLT,OAS,214632
489,WLT,PAK,7837
490,WLT,IDN,41601
491,WLT,PHL,14454
492,WLT,BGD,2194
493,WLT,THA,62643
494,WLT,VNM,194387
495,WLT,KHM,146
496,WLT,MMR,125
497,WLT,AFR,0
498,WLT,EUR,42281
499,WLT,ELT,0
500,WLT,WLT,0
501,WLT,MDE,0
502,WLT,NAM,399949
503,WLT,OCE,162831
504,MDE,JPN,127593
505,MDE,LKA,48177
506,MDE,HKG,180105
507,MDE,CHN,2098777
508,MDE,SGP,677343
509,MDE,MYS,355867
510,MDE,KOR,109255
511,MDE,IND,1102519
512,MDE,OAS,117045
513,MDE,PAK,372004
514,MDE,IDN,98720
515,MDE,PHL,31724
516,MDE,BGD,153827
517,MDE,THA,124557
518,MDE,VNM,286275
519,MDE,KHM,3455
520,MDE,MMR,30048
521,MDE,AFR,997532
522,MDE,EUR,6272892
523,MDE,ELT,303250
524,MDE,WLT,0
525,MDE,MDE,0
526,MDE,NAM,1363719
527,MDE,OCE,0
528,NAM,JPN,135247
529,NAM,LKA,9503
530,NAM,HKG,129373
531,NAM,CHN,1287331
532,NAM,SGP,141499
533,NAM,MYS,51713
534,NAM,KOR,370664
535,NAM,IND,149648
536,NAM,OAS,161338
537,NAM,PAK,37453
538,NAM,IDN,99387
539,NAM,PHL,84198
540,NAM,BGD,25598
541,NAM,THA,80360
542,NAM,VNM,137242
543,NAM,KHM,4462
544,NAM,MMR,2862
545,NAM,AFR,92434
546,NAM,EUR,1616215
547,NAM,ELT,2076343
548,NAM,WLT,19469
549,NAM,MDE,405860
550,NAM,NAM,0
551,NAM,OCE,10141
552,OCE,JPN,619518
553,OCE,LKA,26128
554,OCE,HKG,380335
555,OCE,CHN,2928243
556,OCE,SGP,284818
557,OCE,MYS,218120
558,OCE,KOR,414807
559,OCE,IND,459759
560,OCE,OAS,193556
561,OCE,PAK,62423
562,OCE,IDN,373524
563,OCE,PHL,119636
564,OCE,BGD,131113
565,OCE,THA,214671
566,OCE,VNM,306800
567,OCE,KHM,3636
568,OCE,MMR,16059
569,OCE,AFR,0
570,OCE,EUR,60344
571,OCE,ELT,447
572,OCE,WLT,26577
573,OCE,MDE,143
574,OCE,NAM,32517
575,OCE,OCE,0
